College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
"Government Digvijay Autonomous College, Rajnandgaon",Chhattisgarh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Government Maharishi Valmiki College, Kanker",Chhattisgarh,Arts,713,773,7.9,8.2,7.4,8.2,8,7.5,8.1
"Government Ram Bhajan Rai Nes College, Jashpur",Chhattisgarh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Government Shahid Kaushal Yadav College, Balod",Chhattisgarh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Ranchi University, Ranchi",Jharkhand,Arts,654,670,7.5,7.9,6.8,8,8.3,6.2,7.8
St. Xavier'S College,Jharkhand,Arts,654,670,8,8.5,7.5,8.3,8.4,6.9,8.2
Central University Of Jharkhand,Jharkhand,Arts,654,670,7.5,8.3,7.5,8.5,7.2,5.3,8.1
"Sai Nath University, Ranchi",Jharkhand,Arts,654,670,6.8,7.4,6.7,6.8,6.9,6.9,6.3
"Ranchi Women'S College, Ranchi",Jharkhand,Arts,654,670,7.4,8,7,8.1,7.1,6.9,7.5
"Nirmala College, Ranchi",Jharkhand,Arts,654,670,8.5,9.2,8.1,8.9,8.7,7.3,8.8
Doranda College,Jharkhand,Arts,654,670,6.3,6.8,5.3,7.3,6.7,5,6.5
"Marwari College, Ranchi",Jharkhand,Arts,654,670,6.9,8.1,5.2,7.9,6.8,6.9,6.7
Indian Institute Of Management,Jharkhand,Arts,654,670,9,8.8,8.9,9.4,8.3,9.3,9.5
Ybn University,Jharkhand,Arts,654,670,8.2,8.5,7.5,8.5,8,8.3,8.4
"Rkdf University, Ranchi",Jharkhand,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Nilamber Pitamber University,Jharkhand,Arts,654,670,8.5,9,7.7,8.6,8.7,8.3,8.6
Netaji Subhas University,Jharkhand,Arts,654,670,9,9.5,9.4,8.7,9.2,8.5,8.7
Radha Govind University,Jharkhand,Arts,654,670,8.6,8.9,8,8.7,8.9,8.4,8.5
National Institute Of Foundry & Forge Technology,Jharkhand,Arts,654,670,8.4,8.1,7.9,8.5,8.4,8.8,8.4
"Arka Jain University, Jamshedpur",Jharkhand,Arts,654,670,8.1,8.1,7.7,8.1,8,7.5,9
"Amity University, Ranchi",Jharkhand,Arts,654,670,7.8,8.2,7.5,8.5,7.2,7,8.2
Usha Martin University,Jharkhand,Arts,654,670,7.6,8.5,6.5,8.8,6.8,7.9,7.1
"Icfai University, Ranchi",Jharkhand,Arts,654,670,7.2,7.8,6.1,8.6,6.4,6.7,7.4
Sarala Birla University,Jharkhand,Arts,654,670,8.5,8.6,8.3,8.4,8.8,8.4,8.2
Capital University,Jharkhand,Arts,654,670,8.2,8.3,8.1,8,8.3,8.1,8.1
Ramchandra Chandravansi University,Jharkhand,Arts,654,670,5.7,7,7.4,8.2,6,4,8.1
"Coxtan Administrative & Management College, Dhanbad",Jharkhand,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Annada College, Hazaribagh",Jharkhand,Arts,654,670,6.9,8.1,5.3,7.4,7.3,6.2,7.2
"B.S.K. College, Barharwa, Sahibganj",Jharkhand,Arts,654,670,6.8,8.2,5.8,8.3,7,4.2,7.5
"Chatra College, Chatra",Jharkhand,Arts,654,670,5,2,6,6,2,8,6
"Gossner College, Ranchi",Jharkhand,Arts,654,670,7.2,7.8,6.3,8.2,7.6,5.8,7.4
Jagannath Jain College,Jharkhand,Arts,568,670,7.6,8.8,6.4,8.8,8.6,4.8,8.4
"Jamshedpur Women'S College, Jamshedpur",Jharkhand,Arts,654,670,7.4,7.8,7.4,7.6,7.3,7.2,6.9
Indian Institute Of Technology,Himachal Pradesh,Arts,654,670,7.8,7.8,8,7.7,7.5,7.5,8.1
"Faculty Of Management Sciences And Liberal Arts,",Himachal Pradesh,Arts,654,670,8.9,8.4,8.3,9.3,8.9,9,9.5
"St Bede'S College, Shimla",Himachal Pradesh,Arts,654,670,7.9,8.3,8.3,7.7,8.5,7.1,7.6
Indus International University,Himachal Pradesh,Arts,654,670,6.8,8,7,7,6,7,6
Jaypee University Of Information Technology,Himachal Pradesh,Arts,654,670,7.9,8,8.4,7,8.7,7.9,7.6
"Shoolini University, Solan",Himachal Pradesh,Arts,654,670,8.3,8.4,7.6,8.4,8.6,8.3,8.7
Eternal University,Himachal Pradesh,Arts,654,670,7.5,7.4,7.1,7.8,8.2,7.1,7.4
Abhilashi University,Himachal Pradesh,Arts,654,670,8.4,8.9,8.3,8.4,8.6,8.1,8.1
Iec University Baddi,Himachal Pradesh,Arts,654,670,7.6,7.5,7.5,7.4,7.7,8,7.5
Career Point University,Himachal Pradesh,Arts,654,670,7.5,7.5,7.4,7,7.6,6.6,8.6
Sri Sai University,Himachal Pradesh,Arts,654,670,7.4,7.3,6.3,8.2,7.7,6.8,8
"Arni University, Kangra",Himachal Pradesh,Arts,654,670,8,8.2,7.4,8.1,8.4,7.7,8.4
Bahra University,Himachal Pradesh,Arts,654,670,7.6,7.8,7.5,8,7.7,7,7.6
"Ap Goyal Shimla University, Shimla",Himachal Pradesh,Arts,654,670,7.4,7,6.8,7.7,8,7.5,7.3
Maharaja Agrasen University,Himachal Pradesh,Arts,654,670,7.5,7.7,7.5,7.6,8.7,7,6.2
Manav Bharti University,Himachal Pradesh,Arts,654,670,6.2,5.3,4.7,6.7,7,6.3,7
"Akal College Of Economics, Commerce And Management,",Himachal Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Baba Balak Nath Post Graduate College,Himachal Pradesh,Arts,654,670,8,8.2,7.4,8.2,8,7.5,8.1
"Ggdsd College, Palampur",Himachal Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Government Post Graduate College, Una",Himachal Pradesh,Arts,654,670,8.6,9,8.3,8.3,9.5,7.5,8.7
"Lal Bahadur Shastri Government Degree College, Shimla",Himachal Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Mp Govt College, Una",Himachal Pradesh,Arts,654,670,4.5,5,3,7,5,3,4
"Pandit Sant Ram Government College, Kangra",Himachal Pradesh,Arts,654,670,7.8,9,7,9,7.7,5.3,8.5
"Vallabh Government College, Mandi",Himachal Pradesh,Arts,654,670,7,8.4,6.7,8.1,6.9,3.8,8
Deer Park Institute,Himachal Pradesh,Arts,654,670,9.2,9,9,8.2,8,7.5,8.1
"Klb Dav College For Girls, Kangra",Himachal Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Himachal Pradesh University,Himachal Pradesh,Arts,654,670,7.2,7.7,6.7,7.7,7.3,6.1,7.7
Swami Vivekanand Government College,Himachal Pradesh,Arts,654,670,8.1,8.7,8,9.5,8.3,5,9
"Government College, Kangra",Himachal Pradesh,Arts,654,670,7.2,7.8,6.8,8,7.4,5.5,7.5
"Government Post Graduate College, Chamba",Himachal Pradesh,Arts,654,670,5.8,7.6,4.8,7.3,7,4,4.3
"Government Degree College, Srinagar",Jammu,Arts,654,670,7.1,7.7,6.9,7.6,7,5.7,7.8
Shri Mata Vaishno Devi University,Jammu,Arts,654,670,7.6,7.5,7.9,7,8.3,6.7,8.3
Central Institute Of Temperate Horticultural,Jammu,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"University Of Jammu, Jammu",Jammu,Arts,654,670,6.6,7.5,6.8,7.4,7.6,4.9,5.6
Indian Institute Of Technology,Jammu,Arts,654,670,8.3,8.9,8.8,8,7.8,7.6,8.6
Islamic University Of Science And Technology,Jammu,Arts,654,670,7.4,8.4,6.9,8.2,8,5.5,7.2
"Amar Singh Government Degree College, Srinagar",Jammu,Arts,654,670,7.1,8.2,6.2,8.6,7.6,5.2,6.9
Government College For Women,Jammu,Arts,654,670,7.5,8.6,7.8,8.4,8.2,3.7,8.1
"Government College For Women, Srinagar",Jammu,Arts,654,670,6.8,7,7,7,8,3.5,8.5
"Government Degree College, Jammu",Jammu,Arts,654,670,7,8,6.3,7.8,8,4.1,7.8
"Government Degree College For Boys, Anantnag",Jammu,Arts,654,670,6.1,6.9,5.1,6.6,6.9,4.6,6.2
"Government Degree College For Boys, Udhampur",Jammu,Arts,654,670,6.6,6.7,5.7,7,6.7,5.3,8
"Government Degree College For Women, Anantnag",Jammu,Arts,654,670,8,9,6,9,9,7,8
"Government Mam College, Jammu",Jammu,Arts,654,670,7.1,7.4,6.3,8.3,7,5.1,8.4
"Jamia Tul Banat Saifni, Srinagar",Jammu,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Swami Vishwatamanand Saraswati Degree College, Rajauri",Jammu,Arts,654,670,8.8,8,9,9,9,9,9
"Government Degree College, Doda",Jammu,Arts,654,670,6.7,8.2,7.4,8.2,8,7.5,8.1
"Government Degree College, Kathua",Jammu,Arts,654,670,6.3,7,6.1,7.3,6.4,4.9,6.3
"Baba Farid College Of Education, Kathua",Jammu,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Bhargava Degree College,Jammu,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Baba Ghulam Shah Badshah University,Jammu,Arts,654,670,7.2,7.9,7.6,7.4,7.1,5.9,7.1
"Central University Of Jammu, Jammu",Jammu,Arts,654,670,8.2,8.4,7.8,8.5,8.6,7.3,8.5
Central University Of Kashmir,Jammu,Arts,654,670,7.8,8.2,7.8,8.4,7.2,7.4,7.6
University Of Kashmir,Jammu,Arts,654,670,6.7,7,6.9,7.1,7.2,5.1,6.8
"Govt. Gandhi Memorial Science College, Jammu",Jammu,Arts,654,670,6.7,7.3,6.1,7.9,6.8,4.2,7.6
"Gandhi Memorial College, Srinagar",Jammu,Arts,654,670,5.6,6.7,4.4,7.9,5.7,3.3,5.6
"Government Degree College, Baramulla",Jammu,Arts,654,670,7.4,8.2,6.4,8.4,8,6.3,7.3
Government Degree College,Jammu,Arts,654,670,7.2,8.4,5.4,8.4,8.4,4.7,7.9
Government Degree College Pulwama,Jammu,Arts,654,670,6.8,6.5,6,8,6.5,6.6,7.4
"Islamia College Of Science And Commerce, Srinagar",Jammu,Arts,654,670,7.3,8.1,7.2,7.8,7.7,5.7,7.5
Mehr Chand Mahajan Dayanand Anglo Vedic College,Chandigarh,Arts,654,670,8.2,8.4,8,8.5,8.2,7.6,8.4
Dav College,Chandigarh,Arts,654,670,8,8.4,7.4,8.3,8,6.8,8.8
"Post Graduate Government College For Girls, Chandigarh",Chandigarh,Arts,654,670,8.1,8.6,8.4,8.9,8.2,6.1,8.5
"Post Graduate Government College, Chandigarh",Chandigarh,Arts,654,670,7.7,8.4,7.3,8.4,7.4,6.5,7.9
Panjab University,Chandigarh,Arts,654,670,7.7,8.2,7.7,8,7.7,6.5,8.2
"Government Home Science College, Chandigarh",Chandigarh,Arts,654,670,9.1,8.7,9.3,9.3,8.7,8.7,9.7
"University School Of Business, Chandigarh University",Chandigarh,Arts,654,670,9.1,9.1,8.8,9.1,9.2,9.3,8.9
Goswami Ganesh Dutt Sanatan Dharama College,Chandigarh,Arts,654,670,8.1,8.6,7.6,8.5,8.1,7.1,8.8
"Guru Gobind Singh College For Women, Chandigarh",Chandigarh,Arts,654,670,6.5,7.5,5.5,8.3,6,3.7,8
"Dev Samaj College For Women, Chandigarh",Chandigarh,Arts,654,670,8.3,8.3,8.7,9.4,8.3,6.5,8.4
Indian National Portage Association,Chandigarh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Regional Institute Of English,Chandigarh,Arts,654,670,8.7,9,9,8.2,8,7.5,8.1
"Pracheen Kala Kendra, Chandigarh",Chandigarh,Arts,654,670,9.1,9.7,9,9.3,9.3,8.4,8.8
"Institute Of Fine Arts, Chandigarh",Chandigarh,Arts,654,670,8,8.3,7.7,8.7,8,6,9
"Dev Samaj College Of Education, Chandigarh",Chandigarh,Arts,654,670,8.9,9,8,9.5,8.5,9,9.5
Swami Vivekanand College Of Education,Chandigarh,Arts,654,670,9.3,8.2,7.4,8.2,8,7.5,8.1
"Artex Informatic Solutions, Chandigarh",Chandigarh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Sri Guru Gobind Singh College,Chandigarh,Arts,654,670,7.9,8.3,7.5,8.6,7.5,6.8,8.4
"Pg Government College For Girls, Chandigarh",Chandigarh,Arts,654,670,8.1,7.7,7.4,8.9,8.3,8.2,8
Indian Institute Of Fashion & Design,Chandigarh,Arts,654,670,8.4,8,8.4,8.7,8.3,8.6,8.4
"University School Of Open Learning, Panjab University",Chandigarh,Arts,654,670,7.8,8.6,6.5,8.6,7.9,7.2,8.2
"Institute Of Distance & Online Learning, Chandigarh",Chandigarh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Government College Of Arts, Chandigarh",Chandigarh,Arts,654,670,7.7,8.2,7.4,7,8,6,8.1
Government Polytechnic For Women,Chandigarh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Swami Vivekanand College Of Management And Technology,Chandigarh,Arts,654,670,8.3,9,8,8.2,8,8,8.1
Swami Vivekanand Group Of Institutes,Chandigarh,Arts,654,670,8.5,9,7.8,8.2,9,8.1,8.1
"Government College Of Arts Science And Commerce Sanquelim, North Goa",Goa,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"St. Xavier'S College, Bardez",Goa,Arts,654,670,7.6,8.1,7.2,7.9,8.3,5.3,8.6
National Institute Of Technology,Goa,Arts,654,670,7.3,8.3,6,8.4,5.6,7.9,7.6
Indian Institute Of Technology,Goa,Arts,654,670,8,8.4,7.9,8.5,7.9,7,8.4
Birla Institute Of Technology And Science,Goa,Arts,654,670,8.5,8.4,8.3,7.8,8.7,8.7,8.9
"Ces College Of Arts And Commerce, Salcete",Goa,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Carmel College For Women, Salcete",Goa,Arts,654,670,7.5,9,5.3,9.3,6.3,6.3,9
"Dctâ€™S Dhempe College Of Arts And Science, Panji",Goa,Arts,654,670,7.3,8.2,6.5,8,7.5,5.3,8.5
"Dnyanprassarak Mandal'S College Of Arts Science Commerce Management Studies & Technology, Bardez",Goa,Arts,654,670,6.6,7.2,5.2,7.8,7.2,5.8,6.4
"Government College Of Arts Science And Commerce Quepem, North Goa",Goa,Arts,654,670,7.8,8,8,9.7,6.5,5,9.3
Murgaon Education Societys College Of Arts And Commerce,Goa,Arts,654,670,8.1,9,7.5,8.5,8.7,6.7,8
"Rosary College Of Commerce And Arts, Salcete",Goa,Arts,654,670,7.3,8,5.5,8.5,7.1,6.4,8
"Shree Maliikarjun College Of Arts And Commerce, South Goa",Goa,Arts,654,670,9.5,8.2,7.4,8.2,8,7.5,8.1
"Parvatibai Chowgule College Of Arts And Science, Salcete",Goa,Arts,654,670,7.6,7.3,6.3,8.5,8.3,6.6,8.5
"Goa College Of Art, Panji",Goa,Arts,654,670,6.2,7,6.5,7,6.5,3,7
"Goa University, North Goa",Goa,Arts,654,670,7.9,8.6,7.4,7.8,7.7,8,7.6
"S. S. Dempo College Of Commerce And Economics, Panji",Goa,Arts,654,670,6.6,7.3,4.8,6.8,7.5,6.3,7
"Don Bosco College, Panji",Goa,Arts,654,670,6.3,6.9,4.9,7,6.3,4.4,8.1
International Institute Of Hotel Management,Goa,Arts,654,670,8.7,8.5,8.5,8.9,8.5,9.1,8.6
"Government College Of Arts, Science And Commerce, North Goa",Goa,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Fr. Agnel College Of Arts And Commerce,Goa,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Dera Natung Government College,Arunachal Pradesh,Arts,654,670,4.3,4.7,1.5,6.3,5,2.3,6
North Eastern Regional Institute Of Science And Technology,Arunachal Pradesh,Arts,654,670,6.9,7.8,6.7,7.2,6.5,5.1,8.3
"Arunodaya University, Itanagar",Arunachal Pradesh,Arts,654,670,8.4,9,8.5,8.2,9,7.5,7.9
Himalayan University,Arunachal Pradesh,Arts,654,670,8.6,8.6,8,8.9,9.1,8.1,9
Apex Professional University,Arunachal Pradesh,Arts,654,670,7.4,7.5,7.5,7.5,7.5,7.5,7
"Indira Gandhi Government College, Lohit",Arunachal Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Jawaharlal Nehru College, East Siang",Arunachal Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Saint Claret College, Ziro",Arunachal Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"St Francis Sales College, West Siang",Arunachal Pradesh,Arts,654,670,7.5,8,8,8,7,6,8
Rajiv Gandhi University,Arunachal Pradesh,Arts,654,670,7,7.4,6.6,7.7,7.6,5.4,7.2
Arunachal University Of Studies,Arunachal Pradesh,Arts,654,670,8.3,8.7,7.9,8.4,8.1,8.2,8.4
"Institute Of Distance Education, Rajiv Gandhi University, Itanagar",Arunachal Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
North East Frontier Technical University,Arunachal Pradesh,Arts,654,670,8.3,9,7.6,8.5,8.2,8.7,8
Venkateshwara Open University,Arunachal Pradesh,Arts,654,670,7.9,8.3,7.3,8.5,7.5,7.8,8.2
"Indira Gandhi Technological And Medical Sciences University, Ziro",Arunachal Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Don Bosco College, Itanagar",Arunachal Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Siang Royal Academy,Arunachal Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"The Global University, Itanagar",Arunachal Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Mahabodhi Lord Buddha College, Namsai",Arunachal Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Mudo Tamo Memorial College, Lower Subansiri",Arunachal Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Doying Gumin College, Pasighat",Arunachal Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Indian Institute Of Management,Meghalaya,Arts,654,670,8.9,8.8,8.8,9,8.9,8.9,8.7
"Cmj University, Ri-Bhoi",Meghalaya,Arts,654,670,8.3,8.8,7.8,8.5,7.8,8.2,8.6
North-Eastern Hill University,Meghalaya,Arts,654,670,7.9,7.9,7.8,8.2,8.4,6.6,8.2
Martin Luther Christian University,Meghalaya,Arts,654,670,7.9,8.3,8,8.4,7,7.4,8.1
University Of Science And Technology,Meghalaya,Arts,654,670,8.4,8.7,8.1,8.7,8.5,7.9,8.5
Mahatma Gandhi University,Meghalaya,Arts,654,670,8.1,9,7,9,9,6.3,8.4
William Carey University,Meghalaya,Arts,654,670,8.5,9.2,8.4,8.4,8.2,8.1,8.6
"Icfai University, Shillong",Meghalaya,Arts,654,670,7.1,7.2,6.7,7.3,7.2,7.4,6.8
Jaintia Eastern College,Meghalaya,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Lady Keane College, Shillong",Meghalaya,Arts,654,200,7.9,8.2,7.4,8.2,8,7.5,8.1
"Sankardev College, Shillong",Meghalaya,Arts,654,670,8.1,8.7,8,8,8,7.7,8
"St Anthony'S College, Shillong",Meghalaya,Arts,654,670,8.3,8.9,7.4,8.4,8.9,6.9,9
"St Mary'S College, Shillong",Meghalaya,Arts,654,670,7.2,7,8,8,7.7,5.3,7.3
"Synod College, Shillong",Meghalaya,Arts,654,670,3.5,4.3,1,5,3.5,2,5
"Umshyrpi College, Shillong",Meghalaya,Arts,654,670,7.6,8,7,7.5,8,8,7
"Union Christian College, Shillong",Meghalaya,Arts,654,670,8.4,9,8.5,7.7,9,6.6,9.7
"Harding Theological College, West Garo Hills",Meghalaya,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
English And Foreign Languages University,Meghalaya,Arts,654,670,8.3,9,8.3,8.3,9,7.7,7.3
"Shillong College, Shillong",Meghalaya,Arts,654,670,7,6.5,6,8.6,6.7,6.4,7.8
Techno Global University,Meghalaya,Arts,654,670,8.1,8,8.5,9,8,7,8
"St. Edmund'S College, Shillong",Meghalaya,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Nagaland University, Zunhebotto",Nagaland,Arts,654,670,8.1,8.1,7.7,8.7,7.8,7.8,8.3
"St.Joseph University, Dimapur",Nagaland,Arts,654,670,8.1,8.4,7.9,8.3,8,8.1,8.1
"Icfai University, Dimapur",Nagaland,Arts,654,670,7.4,7.1,7.1,7.8,8.2,7,7.3
"Alder College, Kohima",Nagaland,Arts,654,670,8.7,9,8,9,8,9,9
Anderson Theological College,Nagaland,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Dimapur Government College, Dimapur",Nagaland,Arts,654,670,7,8.2,5.9,8.6,6.4,6.2,6.7
Discipleship Bible College,Nagaland,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Immanuel College, Dimapur",Nagaland,Arts,654,670,5.3,6,5,8,5,1,7
"Kohima College, Kohima",Nagaland,Arts,654,670,7,7.6,6,7.5,7.6,6.2,7
Oriental Theological Seminary,Nagaland,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Patkai Christian College, Dimapur",Nagaland,Arts,654,670,8.1,9,7,9.4,8.3,5.8,9
"St Joseph'S College, Kohima",Nagaland,Arts,654,670,8.4,9,7.9,8.5,8.9,7.1,9.2
"Baptist Theological College-[Btc], Phek",Nagaland,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Clark Theological College,Nagaland,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Kohima Science College,Nagaland,Arts,654,670,7.6,8.6,7.6,8.3,7.2,6,8
The Global Open University,Nagaland,Arts,654,670,7.8,8.9,7.3,8.4,7.6,7.3,7.4
"Fazl Ali College, Mokokchung",Nagaland,Arts,654,670,7.5,8.2,7.3,7.8,7.6,6.2,7.6
Modern College Kohima,Nagaland,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Oriental College, Kohima",Nagaland,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Unity College, Dimapur",Nagaland,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Tetso College, Dimapur",Nagaland,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Shri Digamber Jain Girls' College, Dimapur",Nagaland,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Sakus Mission College, Dimapur",Nagaland,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"North East Institute Of Social Science & Research, Dimapur",Nagaland,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Model Christian College,Nagaland,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Kros College, Kohima",Nagaland,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Capital College Of Higher Education,Nagaland,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Pondicherry University,Puducherry,Arts,654,670,7.8,8,7.3,8,8.1,6.9,8.4
Bharathidasan Government College For Women,Puducherry,Arts,654,670,7.4,7.7,6.4,7.4,7.6,7.6,7.6
National Institute Of Technology,Puducherry,Arts,654,670,7,7.8,6.8,7.2,6.3,6.6,7.2
Sri Balaji Vidyapeeth University,Puducherry,Arts,654,670,8.9,9,8.5,9.3,9.5,9,8
Achariya Arts And Science College,Puducherry,Arts,654,670,7.2,7.5,6.7,7.5,6.9,7.3,7.5
Avvaiyar Government College For Women,Puducherry,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Dr Srk Government Arts College, Yanam",Puducherry,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Idhaya Arts And Science College For Women, Pondicherry",Puducherry,Arts,654,670,5.7,5.8,5.4,5.6,6,5.8,5.8
Kanchi Mamunivar Centre For Post Graduate Studies,Puducherry,Arts,654,670,5.8,6,5,6,5.5,6,6.5
"Perunthalaivar Kamarajar Government Arts College, Pondicherry",Puducherry,Arts,654,670,6.2,6.3,5.8,7.3,5.8,5,7
Tagore Art College,Puducherry,Arts,654,670,6.1,6.7,5.4,7,6,5.7,6
"Bharathiar Palkalaikoodam, Pondicherry",Puducherry,Arts,654,670,8.8,8,7.4,8.2,8,7.5,8.1
The French Institute Of Pondicherry,Puducherry,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Achariya College Of Education, Pondicherry",Puducherry,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Pondicherry University, Directorate Of Distance Education",Puducherry,Arts,654,670,8.2,8.8,7.9,8.2,8.3,7.7,8
Mahatma Gandhi Government Arts College,Puducherry,Arts,654,670,5.7,8,4,5.3,7.7,2,7.3
National Institute Of Technology,Tripura,Arts,654,670,8,8.1,7.7,7.3,8.7,7.8,8.2
"Icfai University, West Tripura",Tripura,Arts,654,670,8,8.1,7.6,8.1,8.3,7.6,8.5
Bir Bikram Memorial College,Tripura,Arts,654,670,7.8,8.5,7.5,8,7.5,7,8
Dasarath Deb Memorial College,Tripura,Arts,654,670,5.8,8,4,7,6,3,7
"Holy Cross College, Agartala",Tripura,Arts,654,670,7.3,8.1,7.9,8.1,6.9,5.3,7.4
"Netaji Subhash Mahavidyalaya, Udaipur",Tripura,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Ramthakur College, West Tripura",Tripura,Arts,654,670,7.1,8.4,4.6,8.4,7.8,7,6.6
"Womens College, Agartala",Tripura,Arts,654,670,7.5,8.2,7.4,8.2,8,7.5,8.1
"Government Degree College, North Tripura",Tripura,Arts,360,670,7.8,8.2,7.4,8.2,8,7.5,8.1
"Tripura University, West Tripura",Tripura,Arts,654,670,7.5,8,7.1,8.4,7.6,6,8
"Maharaja Bir Bikram College, Agartala",Tripura,Arts,654,670,6.6,6.9,4,7.7,7.3,6.2,7.2
"Directorate Of Distance Education, Tripura University, West Tripura",Tripura,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Government Degree College, Dhalai",Tripura,Arts,320,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Kabi Nazrul Mahavidyalaya,Tripura,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Adwaita Malla Barman Smriti Mahavidyalaya (Ambs), Amarpur",Tripura,Arts,968,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Maharaja Bir Bikram University, Agartala",Tripura,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Icfai University, Gangtok",Sikkim,Arts,654,670,6.8,6.7,6.8,7,6.7,7,6.6
"Srm University Sikkim, Gangtok",Sikkim,Arts,654,670,8.1,7.7,7.1,8.5,8.3,8.3,8.4
Sikkim Manipal University,Sikkim,Arts,654,670,7.4,7.9,6.5,8.2,7.6,6.8,7.4
National Institute Of Technology,Sikkim,Arts,654,670,7.5,8.1,7.2,8,6.5,7.8,7.6
Vinayaka Missions Sikkim University,Sikkim,Arts,654,670,7.8,7.8,7.8,8,7.8,7.5,7.8
"Damber Singh College, East Sikkim",Sikkim,Arts,654,670,8,8,8,8,8,8,8
"Nar Bahadur Bhandari Degree College, East Sikkim",Sikkim,Arts,654,670,7.7,8,7.7,9,7.7,5.3,8.3
"Sikkim University, Gangtok",Sikkim,Arts,654,670,8.4,9,8.3,8.9,7.4,8.1,8.5
Directorate Of Distance Education Sikkim Manipal University,Sikkim,Arts,654,670,8.2,8.8,7.7,7.9,8.7,8.1,8.2
Sikkim State University,Sikkim,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
