institute_short,institute_type,quota,category,closing_rank,round_no,stream
IIT-Bombay,IIT,AI,GEN,1841,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL,1098,6,Engineering
IIT-Bombay,IIT,AI,SC,468,6,Engineering
IIT-Bombay,IIT,AI,ST,145,6,Engineering
IIT-Bombay,IIT,AI,GEN-PWD,94,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL-PWD,45,6,Engineering
IIT-Bombay,IIT,AI,GEN,1479,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL,974,6,Engineering
IIT-Bombay,IIT,AI,SC,572,6,Engineering
IIT-Bombay,IIT,AI,ST,335,6,Engineering
IIT-Bombay,IIT,AI,GEN-PWD,75,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL-PWD,40,6,Engineering
IIT-Bombay,IIT,AI,SC-PWD,3,6,Engineering
IIT-Bombay,IIT,AI,GEN,4880,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL,2596,6,Engineering
IIT-Bombay,IIT,AI,SC,1743,6,Engineering
IIT-Bombay,IIT,AI,ST,697,6,Engineering
IIT-Bombay,IIT,AI,GEN-PWD,49,6,Engineering
IIT-Bombay,IIT,AI,GEN,2251,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL,1007,6,Engineering
IIT-Bombay,IIT,AI,SC,441,6,Engineering
IIT-Bombay,IIT,AI,ST,108,6,Engineering
IIT-Bombay,IIT,AI,GEN-PWD,50,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL-PWD,21,6,Engineering
IIT-Bombay,IIT,AI,GEN,60,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL,44,6,Engineering
IIT-Bombay,IIT,AI,SC,26,6,Engineering
IIT-Bombay,IIT,AI,ST,15,6,Engineering
IIT-Bombay,IIT,AI,GEN-PWD,3,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL-PWD,1,6,Engineering
IIT-Bombay,IIT,AI,GEN,227,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL,162,6,Engineering
IIT-Bombay,IIT,AI,SC,81,6,Engineering
IIT-Bombay,IIT,AI,ST,45,6,Engineering
IIT-Bombay,IIT,AI,GEN-PWD,9,6,Engineering
IIT-Bombay,IIT,AI,SC-PWD,1,6,Engineering
IIT-Bombay,IIT,AI,GEN,583,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL,404,6,Engineering
IIT-Bombay,IIT,AI,SC,226,6,Engineering
IIT-Bombay,IIT,AI,ST,87,6,Engineering
IIT-Bombay,IIT,AI,GEN-PWD,24,6,Engineering
IIT-Bombay,IIT,AI,GEN,514,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL,328,6,Engineering
IIT-Bombay,IIT,AI,SC,184,6,Engineering
IIT-Bombay,IIT,AI,ST,130,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL-PWD,2,6,Engineering
IIT-Bombay,IIT,AI,GEN,2250,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL,1524,6,Engineering
IIT-Bombay,IIT,AI,SC,848,6,Engineering
IIT-Bombay,IIT,AI,ST,706,6,Engineering
IIT-Bombay,IIT,AI,GEN,1041,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL,796,6,Engineering
IIT-Bombay,IIT,AI,SC,763,6,Engineering
IIT-Bombay,IIT,AI,ST,337,6,Engineering
IIT-Bombay,IIT,AI,GEN-PWD,43,6,Engineering
IIT-Bombay,IIT,AI,GEN,1843,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL,928,6,Engineering
IIT-Bombay,IIT,AI,SC,812,6,Engineering
IIT-Bombay,IIT,AI,ST,368,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL-PWD,50,6,Engineering
IIT-Bombay,IIT,AI,GEN,777,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL,371,6,Engineering
IIT-Bombay,IIT,AI,SC,164,6,Engineering
IIT-Bombay,IIT,AI,ST,117,6,Engineering
IIT-Bombay,IIT,AI,GEN-PWD,13,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL-PWD,8,6,Engineering
IIT-Bombay,IIT,AI,GEN,901,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL,484,6,Engineering
IIT-Bombay,IIT,AI,SC,284,6,Engineering
IIT-Bombay,IIT,AI,ST,133,6,Engineering
IIT-Bombay,IIT,AI,GEN,2971,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL,1647,6,Engineering
IIT-Bombay,IIT,AI,SC,929,6,Engineering
IIT-Bombay,IIT,AI,ST,580,6,Engineering
IIT-Bombay,IIT,AI,GEN-PWD,104,6,Engineering
IIT-Bombay,IIT,AI,GEN,3450,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL,1783,6,Engineering
IIT-Bombay,IIT,AI,SC,959,6,Engineering
IIT-Bombay,IIT,AI,ST,384,6,Engineering
IIT-Bombay,IIT,AI,GEN-PWD,60,6,Engineering
IIT-Bombay,IIT,AI,GEN,3403,6,Engineering
IIT-Bombay,IIT,AI,OBC-NCL,1885,6,Engineering
IIT-Bombay,IIT,AI,SC,1126,6,Engineering
IIT-Bombay,IIT,AI,ST,389,6,Engineering
IIT-Delhi,IIT,AI,GEN,4714,6,Engineering
IIT-Delhi,IIT,AI,OBC-NCL,2535,6,Engineering
IIT-Delhi,IIT,AI,SC,1563,6,Engineering
IIT-Delhi,IIT,AI,ST,843,6,Engineering
IIT-Delhi,IIT,AI,GEN,3718,6,Engineering
IIT-Delhi,IIT,AI,OBC-NCL,2207,6,Engineering
IIT-Delhi,IIT,AI,SC,1525,6,Engineering
IIT-Delhi,IIT,AI,ST,885,6,Engineering
IIT-Delhi,IIT,AI,GEN-PWD,91,6,Engineering
IIT-Delhi,IIT,AI,GEN,1704,6,Engineering
IIT-Delhi,IIT,AI,GEN,2996,6,Engineering
IIT-Delhi,IIT,AI,OBC-NCL,1072,6,Engineering
IIT-Delhi,IIT,AI,OBC-NCL,1441,6,Engineering
IIT-Delhi,IIT,AI,SC,708,6,Engineering
IIT-Delhi,IIT,AI,SC,876,6,Engineering
IIT-Delhi,IIT,AI,ST,473,6,Engineering
IIT-Delhi,IIT,AI,ST,702,6,Engineering
IIT-Delhi,IIT,AI,GEN-PWD,188,6,Engineering
IIT-Delhi,IIT,AI,GEN-PWD,90,6,Engineering
IIT-Delhi,IIT,AI,OBC-NCL-PWD,58,6,Engineering
IIT-Delhi,IIT,AI,GEN,2618,6,Engineering
IIT-Delhi,IIT,AI,OBC-NCL,1018,6,Engineering
IIT-Delhi,IIT,AI,SC,400,6,Engineering
IIT-Delhi,IIT,AI,ST,47,6,Engineering
IIT-Delhi,IIT,AI,GEN-PWD,70,6,Engineering
IIT-Delhi,IIT,AI,OBC-NCL-PWD,34,6,Engineering
IIT-Delhi,IIT,AI,GEN,115,6,Engineering
IIT-Delhi,IIT,AI,GEN,186,6,Engineering
IIT-Delhi,IIT,AI,OBC-NCL,62,6,Engineering
IIT-Delhi,IIT,AI,OBC-NCL,140,6,Engineering
IIT-Delhi,IIT,AI,SC,43,6,Engineering
IIT-Delhi,IIT,AI,SC,47,6,Engineering
IIT-Delhi,IIT,AI,ST,19,6,Engineering
IIT-Delhi,IIT,AI,ST,46,6,Engineering
IIT-Delhi,IIT,AI,GEN-PWD,5,6,Engineering
IIT-Delhi,IIT,AI,SC-PWD,4,6,Engineering
IIT-Delhi,IIT,AI,GEN,403,6,Engineering
IIT-Delhi,IIT,AI,OBC-NCL,226,6,Engineering
IIT-Delhi,IIT,AI,SC,122,6,Engineering
IIT-Delhi,IIT,AI,ST,77,6,Engineering
IIT-Delhi,IIT,AI,GEN-PWD,14,6,Engineering
IIT-Delhi,IIT,AI,GEN,999,6,Engineering
IIT-Delhi,IIT,AI,OBC-NCL,536,6,Engineering
IIT-Delhi,IIT,AI,SC,278,6,Engineering
IIT-Delhi,IIT,AI,ST,143,6,Engineering
IIT-Delhi,IIT,AI,GEN,2809,6,Engineering
IIT-Delhi,IIT,AI,OBC-NCL,1565,6,Engineering
IIT-Delhi,IIT,AI,SC,995,6,Engineering
IIT-Delhi,IIT,AI,ST,618,6,Engineering
IIT-Delhi,IIT,AI,GEN-PWD,15,6,Engineering
IIT-Delhi,IIT,AI,GEN,397,6,Engineering
IIT-Delhi,IIT,AI,GEN,477,6,Engineering
IIT-Delhi,IIT,AI,OBC-NCL,266,6,Engineering
IIT-Delhi,IIT,AI,OBC-NCL,326,6,Engineering
IIT-Delhi,IIT,AI,SC,187,6,Engineering
IIT-Delhi,IIT,AI,SC,252,6,Engineering
IIT-Delhi,IIT,AI,ST,253,6,Engineering
IIT-Delhi,IIT,AI,ST,322,6,Engineering
IIT-Delhi,IIT,AI,GEN-PWD,6,6,Engineering
IIT-Delhi,IIT,AI,OBC-NCL-PWD,51,6,Engineering
IIT-Delhi,IIT,AI,GEN,907,6,Engineering
IIT-Delhi,IIT,AI,OBC-NCL,434,6,Engineering
IIT-Delhi,IIT,AI,SC,178,6,Engineering
IIT-Delhi,IIT,AI,ST,107,6,Engineering
IIT-Delhi,IIT,AI,GEN-PWD,26,6,Engineering
IIT-Delhi,IIT,AI,GEN,2526,6,Engineering
IIT-Delhi,IIT,AI,OBC-NCL,1570,6,Engineering
IIT-Delhi,IIT,AI,SC,906,6,Engineering
IIT-Delhi,IIT,AI,ST,472,6,Engineering
IIT-Delhi,IIT,AI,GEN-PWD,174,6,Engineering
IIT-Delhi,IIT,AI,GEN,5431,6,Engineering
IIT-Delhi,IIT,AI,OBC-NCL,2959,6,Engineering
IIT-Delhi,IIT,AI,SC,1719,6,Engineering
IIT-Delhi,IIT,AI,ST,1004,6,Engineering
IIT-Delhi,IIT,AI,GEN-PWD,102,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,3497,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,4033,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,1508,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,1718,6,Engineering
IIT-Kharagpur,IIT,AI,SC,865,6,Engineering
IIT-Kharagpur,IIT,AI,SC,857,6,Engineering
IIT-Kharagpur,IIT,AI,ST,415,6,Engineering
IIT-Kharagpur,IIT,AI,ST,430,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL-PWD,16,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,6312,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,3091,6,Engineering
IIT-Kharagpur,IIT,AI,SC,1845,6,Engineering
IIT-Kharagpur,IIT,AI,ST,804,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,7455,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,3282,6,Engineering
IIT-Kharagpur,IIT,AI,SC,2065,6,Engineering
IIT-Kharagpur,IIT,AI,ST,1125,6,Engineering
IIT-Kharagpur,IIT,AI,GEN-PWD,151,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,8658,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,3571,6,Engineering
IIT-Kharagpur,IIT,AI,SC,1994,6,Engineering
IIT-Kharagpur,IIT,AI,ST,1123,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,10310,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,3763,6,Engineering
IIT-Kharagpur,IIT,AI,SC,2347,6,Engineering
IIT-Kharagpur,IIT,AI,ST,1072,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,5437,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,6904,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,2887,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,3321,6,Engineering
IIT-Kharagpur,IIT,AI,SC,1456,6,Engineering
IIT-Kharagpur,IIT,AI,SC,1747,6,Engineering
IIT-Kharagpur,IIT,AI,ST,862,6,Engineering
IIT-Kharagpur,IIT,AI,ST,1119,6,Engineering
IIT-Kharagpur,IIT,AI,GEN-PWD,146,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,2965,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,3606,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,1475,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,1806,6,Engineering
IIT-Kharagpur,IIT,AI,SC,900,6,Engineering
IIT-Kharagpur,IIT,AI,SC,1093,6,Engineering
IIT-Kharagpur,IIT,AI,ST,460,6,Engineering
IIT-Kharagpur,IIT,AI,ST,592,6,Engineering
IIT-Kharagpur,IIT,AI,GEN-PWD,118,6,Engineering
IIT-Kharagpur,IIT,AI,GEN-PWD,151,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,8727,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,3585,6,Engineering
IIT-Kharagpur,IIT,AI,SC,2097,6,Engineering
IIT-Kharagpur,IIT,AI,ST,765,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,3788,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,1349,6,Engineering
IIT-Kharagpur,IIT,AI,SC,671,6,Engineering
IIT-Kharagpur,IIT,AI,ST,240,6,Engineering
IIT-Kharagpur,IIT,AI,GEN-PWD,123,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,4158,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,1601,6,Engineering
IIT-Kharagpur,IIT,AI,SC,901,6,Engineering
IIT-Kharagpur,IIT,AI,ST,355,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL-PWD,35,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,286,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,389,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,149,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,196,6,Engineering
IIT-Kharagpur,IIT,AI,SC,86,6,Engineering
IIT-Kharagpur,IIT,AI,SC,125,6,Engineering
IIT-Kharagpur,IIT,AI,ST,30,6,Engineering
IIT-Kharagpur,IIT,AI,ST,137,6,Engineering
IIT-Kharagpur,IIT,AI,GEN-PWD,10,6,Engineering
IIT-Kharagpur,IIT,AI,GEN-PWD,12,6,Engineering
IIT-Kharagpur,IIT,AI,ST-PWD,2,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,4128,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,2355,6,Engineering
IIT-Kharagpur,IIT,AI,SC,1787,6,Engineering
IIT-Kharagpur,IIT,AI,ST,1013,6,Engineering
IIT-Kharagpur,IIT,AI,GEN-PWD,29,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,1190,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,516,6,Engineering
IIT-Kharagpur,IIT,AI,SC,273,6,Engineering
IIT-Kharagpur,IIT,AI,ST,170,6,Engineering
IIT-Kharagpur,IIT,AI,GEN-PWD,32,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,1556,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,745,6,Engineering
IIT-Kharagpur,IIT,AI,SC,418,6,Engineering
IIT-Kharagpur,IIT,AI,ST,351,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL-PWD,42,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,890,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,417,6,Engineering
IIT-Kharagpur,IIT,AI,SC,243,6,Engineering
IIT-Kharagpur,IIT,AI,ST,173,6,Engineering
IIT-Kharagpur,IIT,AI,GEN-PWD,21,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL-PWD,19,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,1320,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,764,6,Engineering
IIT-Kharagpur,IIT,AI,SC,389,6,Engineering
IIT-Kharagpur,IIT,AI,ST,304,6,Engineering
IIT-Kharagpur,IIT,AI,GEN-PWD,55,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,7242,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,3456,6,Engineering
IIT-Kharagpur,IIT,AI,SC,2132,6,Engineering
IIT-Kharagpur,IIT,AI,ST,1023,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,3442,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,1817,6,Engineering
IIT-Kharagpur,IIT,AI,SC,1171,6,Engineering
IIT-Kharagpur,IIT,AI,ST,879,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,4563,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,2144,6,Engineering
IIT-Kharagpur,IIT,AI,SC,1365,6,Engineering
IIT-Kharagpur,IIT,AI,ST,138,6,Engineering
IIT-Kharagpur,IIT,AI,GEN-PWD,161,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,2623,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,1226,6,Engineering
IIT-Kharagpur,IIT,AI,SC,853,6,Engineering
IIT-Kharagpur,IIT,AI,ST,801,6,Engineering
IIT-Kharagpur,IIT,AI,GEN-PWD,155,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,3759,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,1952,6,Engineering
IIT-Kharagpur,IIT,AI,SC,1315,6,Engineering
IIT-Kharagpur,IIT,AI,ST,767,6,Engineering
IIT-Kharagpur,IIT,AI,GEN-PWD,39,6,Engineering
IIT-Kharagpur,IIT,AI,SC,1560,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,4436,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,2245,6,Engineering
IIT-Kharagpur,IIT,AI,SC,1478,6,Engineering
IIT-Kharagpur,IIT,AI,ST,869,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,1386,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,848,6,Engineering
IIT-Kharagpur,IIT,AI,SC,730,6,Engineering
IIT-Kharagpur,IIT,AI,ST,823,6,Engineering
IIT-Kharagpur,IIT,AI,GEN-PWD,95,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,1560,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,624,6,Engineering
IIT-Kharagpur,IIT,AI,SC,277,6,Engineering
IIT-Kharagpur,IIT,AI,ST,198,6,Engineering
IIT-Kharagpur,IIT,AI,GEN-PWD,71,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,2299,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,976,6,Engineering
IIT-Kharagpur,IIT,AI,SC,520,6,Engineering
IIT-Kharagpur,IIT,AI,ST,360,6,Engineering
IIT-Kharagpur,IIT,AI,GEN-PWD,67,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,4222,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,4776,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,2141,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,2484,6,Engineering
IIT-Kharagpur,IIT,AI,SC,1214,6,Engineering
IIT-Kharagpur,IIT,AI,SC,1258,6,Engineering
IIT-Kharagpur,IIT,AI,ST,747,6,Engineering
IIT-Kharagpur,IIT,AI,ST,692,6,Engineering
IIT-Kharagpur,IIT,AI,GEN-PWD,157,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,5502,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,6220,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,2639,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,2842,6,Engineering
IIT-Kharagpur,IIT,AI,SC,1418,6,Engineering
IIT-Kharagpur,IIT,AI,ST,527,6,Engineering
IIT-Kharagpur,IIT,AI,ST,494,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,7423,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,3160,6,Engineering
IIT-Kharagpur,IIT,AI,SC,1733,6,Engineering
IIT-Kharagpur,IIT,AI,ST,762,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,5538,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,6355,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,2619,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,2927,6,Engineering
IIT-Kharagpur,IIT,AI,SC,1638,6,Engineering
IIT-Kharagpur,IIT,AI,SC,1985,6,Engineering
IIT-Kharagpur,IIT,AI,ST,900,6,Engineering
IIT-Kharagpur,IIT,AI,ST,1034,6,Engineering
IIT-Kharagpur,IIT,AI,GEN-PWD,105,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL-PWD,47,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,5558,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,3416,6,Engineering
IIT-Kharagpur,IIT,AI,SC,2139,6,Engineering
IIT-Kharagpur,IIT,AI,ST,1074,6,Engineering
IIT-Kharagpur,IIT,AI,GEN,4893,6,Engineering
IIT-Kharagpur,IIT,AI,OBC-NCL,2490,6,Engineering
IIT-Kharagpur,IIT,AI,SC,1908,6,Engineering
IIT-Kharagpur,IIT,AI,ST,864,6,Engineering
IIT-Kanpur,IIT,AI,GEN,2988,6,Engineering
IIT-Kanpur,IIT,AI,OBC-NCL,1401,6,Engineering
IIT-Kanpur,IIT,AI,SC,799,6,Engineering
IIT-Kanpur,IIT,AI,ST,505,6,Engineering
IIT-Kanpur,IIT,AI,GEN-PWD,154,6,Engineering
IIT-Kanpur,IIT,AI,OBC-NCL-PWD,15,6,Engineering
IIT-Kanpur,IIT,AI,GEN,5433,6,Engineering
IIT-Kanpur,IIT,AI,OBC-NCL,2907,6,Engineering
IIT-Kanpur,IIT,AI,SC,1903,6,Engineering
IIT-Kanpur,IIT,AI,ST,970,6,Engineering
IIT-Kanpur,IIT,AI,GEN,2569,6,Engineering
IIT-Kanpur,IIT,AI,OBC-NCL,1373,6,Engineering
IIT-Kanpur,IIT,AI,SC,847,6,Engineering
IIT-Kanpur,IIT,AI,ST,642,6,Engineering
IIT-Kanpur,IIT,AI,OBC-NCL-PWD,29,6,Engineering
IIT-Kanpur,IIT,AI,GEN,6084,6,Engineering
IIT-Kanpur,IIT,AI,OBC-NCL,3425,6,Engineering
IIT-Kanpur,IIT,AI,SC,1881,6,Engineering
IIT-Kanpur,IIT,AI,ST,729,6,Engineering
IIT-Kanpur,IIT,AI,GEN,3333,6,Engineering
IIT-Kanpur,IIT,AI,OBC-NCL,1251,6,Engineering
IIT-Kanpur,IIT,AI,SC,641,6,Engineering
IIT-Kanpur,IIT,AI,ST,179,6,Engineering
IIT-Kanpur,IIT,AI,GEN-PWD,54,6,Engineering
IIT-Kanpur,IIT,AI,GEN,230,6,Engineering
IIT-Kanpur,IIT,AI,OBC-NCL,125,6,Engineering
IIT-Kanpur,IIT,AI,SC,83,6,Engineering
IIT-Kanpur,IIT,AI,ST,55,6,Engineering
IIT-Kanpur,IIT,AI,GEN-PWD,8,6,Engineering
IIT-Kanpur,IIT,AI,OBC-NCL-PWD,7,6,Engineering
IIT-Kanpur,IIT,AI,SC-PWD,5,6,Engineering
IIT-Kanpur,IIT,AI,GEN,7469,6,Engineering
IIT-Kanpur,IIT,AI,OBC-NCL,3557,6,Engineering
IIT-Kanpur,IIT,AI,SC,2110,6,Engineering
IIT-Kanpur,IIT,AI,ST,1065,6,Engineering
IIT-Kanpur,IIT,AI,GEN-PWD,162,6,Engineering
IIT-Kanpur,IIT,AI,GEN,2767,6,Engineering
IIT-Kanpur,IIT,AI,OBC-NCL,1637,6,Engineering
IIT-Kanpur,IIT,AI,SC,1351,6,Engineering
IIT-Kanpur,IIT,AI,ST,655,6,Engineering
IIT-Kanpur,IIT,AI,GEN,798,6,Engineering
IIT-Kanpur,IIT,AI,OBC-NCL,433,6,Engineering
IIT-Kanpur,IIT,AI,SC,240,6,Engineering
IIT-Kanpur,IIT,AI,ST,165,6,Engineering
IIT-Kanpur,IIT,AI,GEN-PWD,28,6,Engineering
IIT-Kanpur,IIT,AI,OBC-NCL-PWD,9,6,Engineering
IIT-Kanpur,IIT,AI,ST-PWD,3,6,Engineering
IIT-Kanpur,IIT,AI,GEN,4148,6,Engineering
IIT-Kanpur,IIT,AI,OBC-NCL,2166,6,Engineering
IIT-Kanpur,IIT,AI,SC,1390,6,Engineering
IIT-Kanpur,IIT,AI,ST,797,6,Engineering
IIT-Kanpur,IIT,AI,GEN-PWD,140,6,Engineering
IIT-Kanpur,IIT,AI,GEN,976,6,Engineering
IIT-Kanpur,IIT,AI,OBC-NCL,632,6,Engineering
IIT-Kanpur,IIT,AI,SC,702,6,Engineering
IIT-Kanpur,IIT,AI,ST,637,6,Engineering
IIT-Kanpur,IIT,AI,GEN-PWD,25,6,Engineering
IIT-Kanpur,IIT,AI,OBC-NCL-PWD,1,6,Engineering
IIT-Kanpur,IIT,AI,GEN,1394,6,Engineering
IIT-Kanpur,IIT,AI,OBC-NCL,603,6,Engineering
IIT-Kanpur,IIT,AI,SC,347,6,Engineering
IIT-Kanpur,IIT,AI,ST,197,6,Engineering
IIT-Kanpur,IIT,AI,GEN-PWD,23,6,Engineering
IIT-Kanpur,IIT,AI,OBC-NCL-PWD,4,6,Engineering
IIT-Kanpur,IIT,AI,GEN,3110,6,Engineering
IIT-Kanpur,IIT,AI,OBC-NCL,2856,6,Engineering
IIT-Kanpur,IIT,AI,SC,1512,6,Engineering
IIT-Kanpur,IIT,AI,ST,956,6,Engineering
IIT-Madras,IIT,AI,GEN,3242,6,Engineering
IIT-Madras,IIT,AI,GEN,3251,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL,1364,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL,1582,6,Engineering
IIT-Madras,IIT,AI,SC,795,6,Engineering
IIT-Madras,IIT,AI,SC,887,6,Engineering
IIT-Madras,IIT,AI,ST,324,6,Engineering
IIT-Madras,IIT,AI,ST,34,6,Engineering
IIT-Madras,IIT,AI,GEN-PWD,125,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL-PWD,46,6,Engineering
IIT-Madras,IIT,AI,GEN,6368,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL,3312,6,Engineering
IIT-Madras,IIT,AI,SC,2109,6,Engineering
IIT-Madras,IIT,AI,ST,1103,6,Engineering
IIT-Madras,IIT,AI,GEN,9353,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL,3607,6,Engineering
IIT-Madras,IIT,AI,SC,2219,6,Engineering
IIT-Madras,IIT,AI,ST,326,6,Engineering
IIT-Madras,IIT,AI,GEN,3012,6,Engineering
IIT-Madras,IIT,AI,GEN,3258,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL,1465,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL,1742,6,Engineering
IIT-Madras,IIT,AI,SC,940,6,Engineering
IIT-Madras,IIT,AI,SC,1028,6,Engineering
IIT-Madras,IIT,AI,ST,442,6,Engineering
IIT-Madras,IIT,AI,ST,456,6,Engineering
IIT-Madras,IIT,AI,GEN-PWD,81,6,Engineering
IIT-Madras,IIT,AI,GEN-PWD,186,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL-PWD,18,6,Engineering
IIT-Madras,IIT,AI,GEN,3703,6,Engineering
IIT-Madras,IIT,AI,GEN,4573,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL,1374,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL,1733,6,Engineering
IIT-Madras,IIT,AI,SC,619,6,Engineering
IIT-Madras,IIT,AI,SC,885,6,Engineering
IIT-Madras,IIT,AI,ST,178,6,Engineering
IIT-Madras,IIT,AI,ST,327,6,Engineering
