institute_short,institute_type,quota,category,closing_rank,round_no,stream
NIT-Hamirpur,NIT,HS,GEN-PWD,813,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,5626,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,22556,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,20445,1,Engineering
NIT-Hamirpur,NIT,HS,SC,1415,1,Engineering
NIT-Hamirpur,NIT,HS,SC,7508,1,Engineering
NIT-Hamirpur,NIT,HS,ST,2397,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,9904,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,15484,1,Engineering
NIT-Hamirpur,NIT,HS,ST,2315,1,Engineering
NIT-Hamirpur,NIT,HS,ST,4008,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,32076,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,40762,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-PWD,1219,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,4926,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,6976,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS-PWD,219,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,10218,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,17177,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL-PWD,545,1,Engineering
NIT-Hamirpur,NIT,OS,SC,5234,1,Engineering
NIT-Hamirpur,NIT,OS,SC,7100,1,Engineering
NIT-Hamirpur,NIT,OS,ST,1521,1,Engineering
NIT-Hamirpur,NIT,OS,ST,2507,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,19928,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,31606,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-PWD,666,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,4669,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,6471,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,19969,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,13756,1,Engineering
NIT-Hamirpur,NIT,HS,SC,2508,1,Engineering
NIT-Hamirpur,NIT,HS,SC,7603,1,Engineering
NIT-Hamirpur,NIT,HS,ST,1418,1,Engineering
NIT-Hamirpur,NIT,HS,ST,797,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,8881,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,11516,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-PWD,317,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-PWD,349,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,1281,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,2169,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,2948,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,6525,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL-PWD,120,1,Engineering
NIT-Hamirpur,NIT,OS,SC,2186,1,Engineering
NIT-Hamirpur,NIT,OS,SC,2869,1,Engineering
NIT-Hamirpur,NIT,OS,ST,868,1,Engineering
NIT-Hamirpur,NIT,OS,ST,812,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,21948,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,29531,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-PWD,813,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,5626,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,22556,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,20445,1,Engineering
NIT-Hamirpur,NIT,HS,SC,1415,1,Engineering
NIT-Hamirpur,NIT,HS,SC,7508,1,Engineering
NIT-Hamirpur,NIT,HS,ST,2397,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,9904,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,15484,1,Engineering
NIT-Hamirpur,NIT,HS,ST,2315,1,Engineering
NIT-Hamirpur,NIT,HS,ST,4008,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,32076,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,40762,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-PWD,1219,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,4926,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,6976,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS-PWD,219,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,10218,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,17177,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL-PWD,545,1,Engineering
NIT-Hamirpur,NIT,OS,SC,5234,1,Engineering
NIT-Hamirpur,NIT,OS,SC,7100,1,Engineering
NIT-Hamirpur,NIT,OS,ST,1521,1,Engineering
NIT-Hamirpur,NIT,OS,ST,2507,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,19928,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,31606,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-PWD,666,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,4669,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,6471,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,19969,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,13756,1,Engineering
NIT-Hamirpur,NIT,HS,SC,2508,1,Engineering
NIT-Hamirpur,NIT,HS,SC,7603,1,Engineering
NIT-Hamirpur,NIT,HS,ST,1418,1,Engineering
NIT-Hamirpur,NIT,HS,ST,797,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,8881,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,11516,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-PWD,317,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-PWD,349,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,1281,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,2169,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,2948,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,6525,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL-PWD,120,1,Engineering
NIT-Hamirpur,NIT,OS,SC,2186,1,Engineering
NIT-Hamirpur,NIT,OS,SC,2869,1,Engineering
NIT-Hamirpur,NIT,OS,ST,868,1,Engineering
NIT-Hamirpur,NIT,OS,ST,812,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,21948,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,29531,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-PWD,813,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,5626,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,22556,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,20445,1,Engineering
NIT-Hamirpur,NIT,HS,SC,1415,1,Engineering
NIT-Hamirpur,NIT,HS,SC,7508,1,Engineering
NIT-Hamirpur,NIT,HS,ST,2397,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,9904,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,15484,1,Engineering
NIT-Hamirpur,NIT,HS,ST,2315,1,Engineering
NIT-Hamirpur,NIT,HS,ST,4008,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,32076,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,40762,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-PWD,1219,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,4926,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,6976,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS-PWD,219,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,10218,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,17177,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL-PWD,545,1,Engineering
NIT-Hamirpur,NIT,OS,SC,5234,1,Engineering
NIT-Hamirpur,NIT,OS,SC,7100,1,Engineering
NIT-Hamirpur,NIT,OS,ST,1521,1,Engineering
NIT-Hamirpur,NIT,OS,ST,2507,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,19928,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,31606,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-PWD,666,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,4669,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,6471,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,19969,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,13756,1,Engineering
NIT-Hamirpur,NIT,HS,SC,2508,1,Engineering
NIT-Hamirpur,NIT,HS,SC,7603,1,Engineering
NIT-Hamirpur,NIT,HS,ST,1418,1,Engineering
NIT-Hamirpur,NIT,HS,ST,797,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,8881,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,11516,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-PWD,317,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-PWD,349,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,1281,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,2169,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,2948,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,6525,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL-PWD,120,1,Engineering
NIT-Hamirpur,NIT,OS,SC,2186,1,Engineering
NIT-Hamirpur,NIT,OS,SC,2869,1,Engineering
NIT-Hamirpur,NIT,OS,ST,868,1,Engineering
NIT-Hamirpur,NIT,OS,ST,812,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,21948,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,29531,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-PWD,813,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,5626,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,22556,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,20445,1,Engineering
NIT-Hamirpur,NIT,HS,SC,1415,1,Engineering
NIT-Hamirpur,NIT,HS,SC,7508,1,Engineering
NIT-Hamirpur,NIT,HS,ST,2397,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,9904,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,15484,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,1674,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,3640,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,3664,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,9438,1,Engineering
NIT-Hamirpur,NIT,OS,SC,1964,1,Engineering
NIT-Hamirpur,NIT,OS,ST,1230,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,47384,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,83879,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-PWD,870,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,10145,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,18227,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,59170,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,48562,1,Engineering
NIT-Hamirpur,NIT,HS,SC,7981,1,Engineering
NIT-Hamirpur,NIT,HS,SC,10173,1,Engineering
NIT-Hamirpur,NIT,HS,ST,3115,1,Engineering
NIT-Hamirpur,NIT,HS,ST,7829,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,19947,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,28464,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-PWD,867,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,2899,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,4609,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS-PWD,202,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,6688,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,12992,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL-PWD,508,1,Engineering
NIT-Hamirpur,NIT,OS,SC,4230,1,Engineering
NIT-Hamirpur,NIT,OS,SC,5979,1,Engineering
NIT-Hamirpur,NIT,OS,ST,1675,1,Engineering
NIT-Hamirpur,NIT,OS,ST,2323,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,34017,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,58933,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-PWD,1348,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,6565,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,13490,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,39370,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,28364,1,Engineering
NIT-Hamirpur,NIT,HS,SC,5409,1,Engineering
NIT-Hamirpur,NIT,HS,SC,10275,1,Engineering
NIT-Hamirpur,NIT,HS,ST,2669,1,Engineering
NIT-Hamirpur,NIT,HS,ST,2745,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,14260,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,20011,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-PWD,1721,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,2057,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,3592,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,5191,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,10057,1,Engineering
NIT-Hamirpur,NIT,OS,SC,3283,1,Engineering
NIT-Hamirpur,NIT,OS,SC,5128,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,1674,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,3640,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,3664,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,9438,1,Engineering
NIT-Hamirpur,NIT,OS,SC,1964,1,Engineering
NIT-Hamirpur,NIT,OS,ST,1230,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,47384,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,83879,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-PWD,870,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,10145,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,18227,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,59170,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,48562,1,Engineering
NIT-Hamirpur,NIT,HS,SC,7981,1,Engineering
NIT-Hamirpur,NIT,HS,SC,10173,1,Engineering
NIT-Hamirpur,NIT,HS,ST,3115,1,Engineering
NIT-Hamirpur,NIT,HS,ST,7829,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,19947,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,28464,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-PWD,867,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,2899,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,4609,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS-PWD,202,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,6688,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,12992,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL-PWD,508,1,Engineering
NIT-Hamirpur,NIT,OS,SC,4230,1,Engineering
NIT-Hamirpur,NIT,OS,SC,5979,1,Engineering
NIT-Hamirpur,NIT,OS,ST,1675,1,Engineering
NIT-Hamirpur,NIT,OS,ST,2323,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,34017,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,58933,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-PWD,1348,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,6565,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,13490,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,39370,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,28364,1,Engineering
NIT-Hamirpur,NIT,HS,SC,5409,1,Engineering
NIT-Hamirpur,NIT,HS,SC,10275,1,Engineering
NIT-Hamirpur,NIT,HS,ST,2669,1,Engineering
NIT-Hamirpur,NIT,HS,ST,2745,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,14260,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,20011,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-PWD,1721,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,2057,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,3592,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,5191,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,10057,1,Engineering
NIT-Hamirpur,NIT,OS,SC,3283,1,Engineering
NIT-Hamirpur,NIT,OS,SC,5128,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,1674,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,3640,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,3664,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,9438,1,Engineering
NIT-Hamirpur,NIT,OS,SC,1964,1,Engineering
NIT-Hamirpur,NIT,OS,ST,1230,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,47384,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,83879,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-PWD,870,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,10145,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,18227,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,59170,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,48562,1,Engineering
NIT-Hamirpur,NIT,HS,SC,7981,1,Engineering
NIT-Hamirpur,NIT,HS,SC,10173,1,Engineering
NIT-Hamirpur,NIT,HS,ST,3115,1,Engineering
NIT-Hamirpur,NIT,HS,ST,7829,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,19947,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,28464,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-PWD,867,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,2899,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,4609,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS-PWD,202,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,6688,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,12992,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL-PWD,508,1,Engineering
NIT-Hamirpur,NIT,OS,SC,4230,1,Engineering
NIT-Hamirpur,NIT,OS,SC,5979,1,Engineering
NIT-Hamirpur,NIT,OS,ST,1675,1,Engineering
NIT-Hamirpur,NIT,OS,ST,2323,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,34017,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,58933,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-PWD,1348,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,6565,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,13490,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,39370,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,28364,1,Engineering
NIT-Hamirpur,NIT,HS,SC,5409,1,Engineering
NIT-Hamirpur,NIT,HS,SC,10275,1,Engineering
NIT-Hamirpur,NIT,HS,ST,2669,1,Engineering
NIT-Hamirpur,NIT,HS,ST,2745,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,14260,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,20011,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-PWD,1721,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,2057,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,3592,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,5191,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,10057,1,Engineering
NIT-Hamirpur,NIT,OS,SC,3283,1,Engineering
NIT-Hamirpur,NIT,OS,SC,5128,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,1674,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,3640,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,3664,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,9438,1,Engineering
NIT-Hamirpur,NIT,OS,SC,1964,1,Engineering
NIT-Hamirpur,NIT,OS,ST,1230,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,47384,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,83879,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-PWD,870,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,10145,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,18227,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,59170,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,48562,1,Engineering
NIT-Hamirpur,NIT,HS,SC,7981,1,Engineering
NIT-Hamirpur,NIT,HS,SC,10173,1,Engineering
NIT-Hamirpur,NIT,HS,ST,3115,1,Engineering
NIT-Hamirpur,NIT,HS,ST,7829,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,19947,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,28464,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-PWD,867,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,2899,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,4609,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS-PWD,202,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,6688,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,12992,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL-PWD,508,1,Engineering
NIT-Hamirpur,NIT,OS,SC,4230,1,Engineering
NIT-Hamirpur,NIT,OS,SC,5979,1,Engineering
NIT-Hamirpur,NIT,OS,ST,1675,1,Engineering
NIT-Hamirpur,NIT,OS,ST,2323,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,34017,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,58933,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-PWD,1348,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,6565,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,13490,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,39370,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,28364,1,Engineering
NIT-Hamirpur,NIT,HS,SC,5409,1,Engineering
NIT-Hamirpur,NIT,HS,SC,10275,1,Engineering
NIT-Hamirpur,NIT,HS,ST,2669,1,Engineering
NIT-Hamirpur,NIT,HS,ST,2745,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,14260,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,20011,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-PWD,1721,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,2057,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,3592,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,5191,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,10057,1,Engineering
NIT-Hamirpur,NIT,OS,SC,3283,1,Engineering
NIT-Hamirpur,NIT,OS,SC,5128,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,1674,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,3640,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,3664,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,9438,1,Engineering
NIT-Hamirpur,NIT,OS,SC,1964,1,Engineering
NIT-Hamirpur,NIT,OS,ST,1230,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,47384,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,83879,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-PWD,870,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,10145,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,18227,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,59170,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,48562,1,Engineering
NIT-Hamirpur,NIT,HS,SC,7981,1,Engineering
NIT-Hamirpur,NIT,HS,SC,10173,1,Engineering
NIT-Hamirpur,NIT,HS,ST,3115,1,Engineering
NIT-Hamirpur,NIT,HS,ST,7829,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,19947,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,28464,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-PWD,867,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,2899,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,4609,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS-PWD,202,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,6688,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,12992,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL-PWD,508,1,Engineering
NIT-Hamirpur,NIT,OS,SC,4230,1,Engineering
NIT-Hamirpur,NIT,OS,SC,5979,1,Engineering
NIT-Hamirpur,NIT,OS,ST,1675,1,Engineering
NIT-Hamirpur,NIT,OS,ST,2323,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,34017,1,Engineering
NIT-Hamirpur,NIT,HS,GEN,58933,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-PWD,1348,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,6565,1,Engineering
NIT-Hamirpur,NIT,HS,GEN-EWS,13490,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,39370,1,Engineering
NIT-Hamirpur,NIT,HS,OBC-NCL,28364,1,Engineering
NIT-Hamirpur,NIT,HS,SC,5409,1,Engineering
NIT-Hamirpur,NIT,HS,SC,10275,1,Engineering
NIT-Hamirpur,NIT,HS,ST,2669,1,Engineering
NIT-Hamirpur,NIT,HS,ST,2745,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,14260,1,Engineering
NIT-Hamirpur,NIT,OS,GEN,20011,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-PWD,1721,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,2057,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,3592,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,5191,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,10057,1,Engineering
NIT-Hamirpur,NIT,OS,SC,3283,1,Engineering
NIT-Hamirpur,NIT,OS,SC,5128,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,1674,1,Engineering
NIT-Hamirpur,NIT,OS,GEN-EWS,3640,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,3664,1,Engineering
NIT-Hamirpur,NIT,OS,OBC-NCL,9438,1,Engineering
NIT-Hamirpur,NIT,OS,SC,1964,1,Engineering
