College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
"Dav University, Jalandhar",Punjab,Agriculture,654,670,7.9,8.4,7,8.4,7,8,8.5
Sant Baba Bhag Singh University,Punjab,Agriculture,654,670,8.5,9,8.2,8.6,8,8.5,8.6
"Rayat Bahra University, Mohali",Punjab,Agriculture,654,670,7.7,7.8,7.4,8,7.7,7.4,7.6
Sri Guru Granth Sahib World University,Punjab,Agriculture,654,670,8.8,8.6,9,9,9.1,8.4,8.7
Global Institute Of Management,Punjab,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Global Institute, Amritsar",Punjab,Agriculture,654,670,8.3,8,8.2,8.7,8.8,7.9,8.3
Ct University,Punjab,Agriculture,654,670,8.8,8.9,8.5,8.7,9.3,8.8,8.5
"Maharaja Ranjit Singh Punjab Technical University, Bathinda",Punjab,Agriculture,654,670,8.2,8.6,7.8,8.4,8.2,8.1,8.2
"Pcte Group Of Institutes, Ludhiana",Punjab,Agriculture,654,670,7.7,8,7.2,8,8,6.8,8.3
Amritsar Group Of Colleges,Punjab,Agriculture,654,670,8.8,8.7,8.9,9,8.8,8.6,9
"Ct Group Of Institutions, Jalandhar",Punjab,Agriculture,654,670,7.6,7.5,7,8.2,7.5,7.9,7.4
"Aryans Group Of Colleges, Rajpura",Punjab,Agriculture,654,670,7.5,7.6,7,7.9,7.6,7.3,7.6
Doaba Group Of Colleges,Punjab,Agriculture,654,670,5.8,5.8,5.5,6.5,6,5.8,5.3
"Rayat Bahra Hoshiarpur Campus, Hoshiarpur",Punjab,Agriculture,654,670,8.9,9.2,8.5,9.2,8.3,8.8,9.1
Akal University,Punjab,Agriculture,654,670,7.7,8.3,7,8,7.8,7.3,7.5
"Modern Group Of Colleges- [Mgc], Hoshiarpur",Punjab,Agriculture,654,670,8.2,9,8,8,9,7,8
"University Of Calcutta, Kolkata",West Bengal,Agriculture,654,670,7.7,8.6,6.9,8.5,7.7,6.5,7.7
Uttar Banga Krishi Vishwavidyalaya,West Bengal,Agriculture,654,670,7.3,7.9,6.6,8,7.3,5.5,8.2
Bidhan Chandra Krishi Viswavidyalaya,West Bengal,Agriculture,654,670,8.3,8.8,8.6,8.7,8,6.7,8.7
Sister Nivedita University,West Bengal,Agriculture,654,670,8.2,8.2,7.6,8.9,7.9,7.8,8.7
"Brainware University, Kolkata",West Bengal,Agriculture,654,670,7.9,8.3,7.6,7.9,8.2,7.8,7.3
Seacom Skills University,West Bengal,Agriculture,654,670,7.5,8.4,6.4,8.9,7.4,6.7,7.3
The Neotia University,West Bengal,Agriculture,654,670,8.2,8.7,7.5,8.5,8.2,7.8,8.6
Ghani Khan Choudhury Institute Of Engineering And,West Bengal,Agriculture,654,670,8.2,8.6,8.5,7.9,8.6,7.1,8.2
"Jis University, Kolkata",West Bengal,Agriculture,654,670,8,8.3,7.7,8,8.2,7.8,7.8
Nightingale Institute Of Management Studies,West Bengal,Agriculture,654,670,8.6,8.3,9.3,8.3,8.7,8,8.7
Darjeeling Tea Research And Management Association,West Bengal,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Mahishadal Girl'S College, Medinipur",West Bengal,Agriculture,654,670,9.3,9.5,9,9.5,8,7.5,8.1
"Elitte Hotel School (The Hospitality Institute), Kolkata",West Bengal,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
National Institute Of Hotel Management,West Bengal,Agriculture,654,670,7.7,8,7.5,8,7.5,8,7
Netaji Subhas Open University,West Bengal,Agriculture,654,670,5.8,5.9,4,6.9,6.1,5,6.6
Ramakrishna Mission Vivekananda University,West Bengal,Agriculture,654,670,9,9,8.6,9,9.6,8.5,9.3
"University Of Kalyani, Kalyani",West Bengal,Agriculture,654,670,7.4,7.6,7.3,8.1,7.1,6.1,7.9
"University Of North Bengal, Darjeeling",West Bengal,Agriculture,654,670,7.9,8.7,7.8,8.1,8.1,6.9,7.9
"Vidyasagar University, Midnapore",West Bengal,Agriculture,654,670,7,7.9,6.8,6.9,8,5.5,7
Visva Bharati University,West Bengal,Agriculture,654,670,7.6,8.4,7,8.4,7.7,5.8,8.4
West Bengal State University,West Bengal,Agriculture,654,670,7.9,8,7.5,8.6,7.9,7.6,8
Falakata Polytechnic,West Bengal,Agriculture,885,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Krishnath College,West Bengal,Agriculture,654,670,6.7,7.2,6.6,7.5,6.6,5.1,7.3
Ramakrishna Mission Vivekananda Centenary College Rahara,West Bengal,Agriculture,654,670,8,9.3,6.9,8.9,8.5,6.4,7.7
"Raiganj University, Raiganj",West Bengal,Agriculture,654,670,7.8,8.3,7.4,8.2,8,6.9,7.8
Swami Vivekananda University,West Bengal,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Diamond Harbour Government Polytechnic,West Bengal,Agriculture,885,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"A.P.C. Ray Polytechnic- [Apcrp], Kolkata",West Bengal,Agriculture,835,670,9.2,9.4,8,9.7,9.6,9.2,9
"Malda Polytechnic, Malda",West Bengal,Agriculture,885,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Jiaganj College Of Engineering & Technology, Murshidabad",West Bengal,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Central Institute Of Freshwater Aquaculture,Orissa,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Orissa University Of Agriculture And Technology,Orissa,Agriculture,654,670,7.5,8.1,7.6,8.1,7.1,6,8.3
"Central Rice Research Institute, Cuttack",Orissa,Agriculture,654,670,8.3,8.2,7.4,8.6,8,8.3,8
Siksha 'O' Anusandhan University,Orissa,Agriculture,654,670,8.3,8.6,7.6,8.3,8.7,8,8.5
Institute Of Hotel Management Catering Technology &,Orissa,Agriculture,654,670,8.6,8.5,9,8.5,8.6,8.4,8.5
Bjb Autonomous College,Orissa,Agriculture,654,670,7.4,8.3,6.8,7.9,7.4,5.9,7.9
Sri Sri University,Orissa,Agriculture,654,670,7.1,7.3,6.7,7,7.3,6.3,8.2
Centurion University Of Technology And Management,Orissa,Agriculture,654,670,8.1,8.3,7.6,8.5,8.4,7.4,8.5
College Of Agricultural Engineering And Technology,Orissa,Agriculture,654,670,8,9.8,8.5,8.2,7.5,6,8
"Salipur Autonomous College, Cuttack",Orissa,Agriculture,654,670,6.8,7.4,6.6,7.4,6.4,6,6.8
"Utkal University, Bhubaneswar",Orissa,Agriculture,654,670,7.5,7.9,7.1,7.8,7.4,6.6,7.9
"College Of Veterinary Science And Animal Husbandry,",Orissa,Agriculture,654,670,7.7,8.8,6.3,8.2,6.3,8.3,8.3
Trytoon Academy,Orissa,Agriculture,654,670,8.8,8.2,7.4,8.2,8,7.5,8.1
"Imb School Of Hospitality, Bhubaneswar",Orissa,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Govind Ballabh Pant University Of Agriculture And,Uttarakhand,Agriculture,654,670,7.3,8,7.6,7.4,7.7,6,6.8
"Directorate Of Coldwater Fisheries Research, Nainital",Uttarakhand,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Dolphin Pg Institute Of Biomedical & Natural,Uttarakhand,Agriculture,654,670,7.7,8.4,6.5,7.9,7.8,6.7,8.6
Forest Research Institute,Uttarakhand,Agriculture,654,670,7.7,8,8,8,7.7,6.8,7.7
Wildlife Institute Of India,Uttarakhand,Agriculture,654,670,9.1,9.5,9.3,9.1,9,8.6,9.2
Doon Post Graduate College Of Agriculture Science,Uttarakhand,Agriculture,654,670,6.7,7.5,6.4,7.6,7,4.9,6.8
Doon Business School,Uttarakhand,Agriculture,654,670,7.6,8,7,8.1,7.4,7.4,7.7
"College Of Technology, Gb Pant University Of",Uttarakhand,Agriculture,654,670,7,7.1,6.7,6.9,7.3,6,7.7
University Of Petroleum And Energy Studies,Uttarakhand,Agriculture,654,670,8.1,8.1,7.8,7.9,8.6,7.7,8.2
"Institute Of Media Management , Technology &",Uttarakhand,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Motherhood University, Roorkee",Uttarakhand,Agriculture,654,670,8,8.3,7.9,7.6,8,8,8.3
"Uttaranchal University, Dehradun",Uttarakhand,Agriculture,654,670,7.5,7.8,6.8,7.7,8.6,6.5,7.5
Graphic Era University,Uttarakhand,Agriculture,654,670,8.3,8.2,7.9,8.4,8.6,8.1,8.4
"Quantum University, Roorkee",Uttarakhand,Agriculture,654,670,8.3,8.4,7.8,8.6,8.3,8.4,8.4
Graphic Era Hill University,Uttarakhand,Agriculture,654,670,8.1,7.9,7.8,8.1,8.4,7.7,8.4
Shri Guru Ram Rai University,Uttarakhand,Agriculture,654,670,7.6,7.8,7.1,7.9,7.9,7.3,7.7
Himgiri Zee University,Uttarakhand,Agriculture,654,670,7.9,8.5,5.5,9,8,7.7,8.8
Dev Bhoomi Group Of Institutions,Uttarakhand,Agriculture,654,670,7.8,8.1,7.1,7.8,8,8,7.8
"Tula'S Institute, Dehradun",Uttarakhand,Agriculture,654,670,7.8,8,7.2,7.7,8.5,7.4,8.2
Jb Institute Of Technology,Uttarakhand,Agriculture,654,670,7.5,8,6.7,7.7,7.3,7.8,7.4
College Of Engineering,Uttarakhand,Agriculture,654,670,8.3,8.4,8.1,8.1,8.7,7.5,8.8
Roorkee Institute Of Technology,Uttarakhand,Agriculture,654,670,8.5,8.5,8.5,8.6,8.7,8.4,8.5
Roorkee College Of Engineering,Uttarakhand,Agriculture,654,670,9.4,9.3,9.2,9.4,9.4,9.3,9.5
Bfit Group Of Institutions,Uttarakhand,Agriculture,654,670,7.5,7.7,7.1,7.7,7.6,7.1,8
Graphic Era Hill University Bhimtal Campus,Uttarakhand,Agriculture,654,670,8.1,8.2,7.6,7.9,8.8,7.8,8
Phonics Group Of Institutions,Uttarakhand,Agriculture,654,670,7.6,7.8,6.8,7.7,7.9,7.4,7.7
Sardar Bhagwan Singh University,Uttarakhand,Agriculture,654,670,8.7,8.7,8.3,9.3,9,8.3,8.7
Uttaranchal College Of Science & Technology,Uttarakhand,Agriculture,654,670,7.6,8.1,7.9,8,7.9,6.1,7.8
Himalayan Institute Of Technology,Uttarakhand,Agriculture,654,670,8.6,9.2,8.6,8.7,8.8,8.6,7.8
"Maya Group Of Colleges, Dehradun",Uttarakhand,Agriculture,654,670,7.3,6.8,7.2,8.3,7.2,6.7,7.3
Assam Agricultural University,Assam,Agriculture,654,670,8.1,8.3,7.6,8.3,8.5,7.6,8.2
"Dibrugarh University, Dibrugarh",Assam,Agriculture,654,670,7.8,7.9,7.7,8,8.4,6.5,8.2
Institute Of Hotel Management Catering Technology And,Assam,Agriculture,654,670,8,8.1,7.6,8.5,8,8.5,7.4
Tezpur University,Assam,Agriculture,654,670,8,8.2,8,7.9,8.8,6.7,8.5
Royal Global University,Assam,Agriculture,654,670,7.6,7.8,6.6,8,9,6.5,7.7
Gauhati University,Assam,Agriculture,654,670,8.2,8.4,7.5,8.7,8.4,7.2,8.7
Central Institute Of Technology,Assam,Agriculture,654,670,7,7.4,5.5,7.7,8.2,5.3,8
"Bahona College, Jorhat",Assam,Agriculture,654,670,8.3,8.7,8,8.7,8.3,8.3,7.7
"Birjhora Kanya Mahavidyalaya, Bongaigaon",Assam,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Madhab Choudhury College, Barpeta",Assam,Agriculture,654,670,9.2,9.5,9,9.5,9,9,9
Tyagbir Hem Baruah College,Assam,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Krishna Kanta Handiqui State Open University,Assam,Agriculture,654,670,7.6,8.2,7.2,8.6,7.4,6.8,7.6
"Cotton University, Guwahati",Assam,Agriculture,654,670,7.7,8.4,7.1,8.3,7.6,6.1,8.5
"Pub Kamrup College, Kamrup",Assam,Agriculture,654,670,7.4,8,6.3,8.2,8.5,5.4,8
"North Lakhimpur College, Lakhimpur",Assam,Agriculture,654,670,7,7.7,6.5,7.3,7.6,5.4,7.4
"Dr. Rajendra Prasad Central Agricultural University, Samastipur",Bihar,Agriculture,654,670,7.1,7.5,7.1,7.6,7.6,6.3,6.4
Bihar Agricultural University,Bihar,Agriculture,654,670,8.3,8.5,7.8,8.6,8.4,8.2,8.4
"Tirhut College Of Agriculture, Muzaffarpur",Bihar,Agriculture,654,670,5.6,7,6,5.7,4.7,5.7,4.3
Aryabhatta Knowledge University,Bihar,Agriculture,654,670,8,8.7,7.1,8.1,8.3,7.6,8.1
"Sandip University, Madhuban",Bihar,Agriculture,654,670,8.4,8.2,9,8.6,7.6,8.2,8.5
Patna University,Bihar,Agriculture,654,670,7,7.6,6.2,8.2,7.3,5.1,7.4
Gopal Narayan Singh University,Bihar,Agriculture,654,670,8.5,8.6,8.6,8.2,8.9,8.1,8.4
Nalanda Open University,Bihar,Agriculture,654,670,7.3,9,5.8,8.3,7.2,5.4,7.8
Dr. C.V. Raman University,Bihar,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"H.D. Jain College, Arrah",Bihar,Agriculture,654,670,7,8.1,5.7,7.7,6.7,6.4,7.1
"M.V. College, Buxar",Bihar,Agriculture,654,670,6.5,6.3,4.8,7.9,6.8,5.5,7.7
"Bihar Veterinary College, Patna",Bihar,Agriculture,654,670,7,8,9,8,7,5,5
National Research Centre For Litchi,Bihar,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Br Ambedkar Bihar University,Bihar,Agriculture,654,670,7.7,7.9,7.5,8.1,7.6,7.2,8.1
"College Of Basic Sciences & Humanities, Pusa",Bihar,Agriculture,654,670,8.1,8.4,8.1,9,8.1,6.3,8.4
"Patliputra University, Patna",Bihar,Agriculture,654,670,7.7,7.8,7.4,8.3,7.7,7,7.7
"K.K. University, Nalanda",Bihar,Agriculture,654,670,8.6,7,7.4,8.2,8,7.5,8.1
"Purnea University, Purnahiya",Bihar,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Indira Gandhi Krishi Vishwavidyalaya,Chhattisgarh,Agriculture,654,670,7.5,7.6,7.3,8.3,7.1,6.8,7.6
"Bhartiya College Of Agriculture And Agricultural Engineering,",Chhattisgarh,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Shaheed Gundadhur College Of Agriculture And Research,Chhattisgarh,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Rmd College Of Agriculture And Research Station,",Chhattisgarh,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Chhattisgarh Kamdhenu Vishwavidyalaya,Chhattisgarh,Agriculture,654,670,6.8,7,6.5,7,7,6,7
Pt. Ravishankar Shukla University,Chhattisgarh,Agriculture,654,670,6.1,7,4.8,6.8,6.8,4.1,6.8
Shri Rawatpura Sarkar University,Chhattisgarh,Agriculture,654,670,8.5,9,8,8.5,8.5,8.5,8.5
"Bastar University, Bastar",Chhattisgarh,Agriculture,654,670,8,8,7.5,8.7,7.5,8.1,8.4
Birsa Agricultural University,Jharkhand,Agriculture,654,670,7.3,7.6,8.3,7.2,7.6,5,8.3
"Sai Nath University, Ranchi",Jharkhand,Agriculture,654,670,6.8,7.4,6.7,6.8,6.9,6.9,6.3
Ybn University,Jharkhand,Agriculture,654,670,8.2,8.5,7.5,8.5,8,8.3,8.4
"Aisect University, Hazaribagh",Jharkhand,Agriculture,654,670,9.9,8.2,7.4,8.2,8,7.5,8.1
"Rkdf University, Ranchi",Jharkhand,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Jharkhand Rai University,Jharkhand,Agriculture,654,670,7.7,8,7.5,8.8,7.3,6.9,7.8
Radha Govind University,Jharkhand,Agriculture,654,670,8.6,8.9,8,8.7,8.9,8.4,8.5
Usha Martin University,Jharkhand,Agriculture,654,670,7.6,8.5,6.5,8.8,6.8,7.9,7.1
Institute Of Science And Management,Jharkhand,Agriculture,654,670,8.5,8.8,7.5,8.8,9.2,8.2,8.5
Capital University,Jharkhand,Agriculture,654,670,8.2,8.3,8.1,8,8.3,8.1,8.1
"Kb Women'S College, Hazaribagh",Jharkhand,Agriculture,654,670,8.5,9,9,8,9,7.5,8.5
"Faculty Of Veterinary Science And Animal Husbandry,",Jharkhand,Agriculture,654,670,8.1,8,8,8,8.5,8,8
"Dr. Shyama Prasad Mukherjee University, Ranchi",Jharkhand,Agriculture,654,670,6.5,7.2,5.2,6.8,6.9,6,7.1
"Pragyan International University, Ranchi",Jharkhand,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Dr Ys Parmar University Of Horticulture And,Himachal Pradesh,Agriculture,654,670,7.9,8.6,8.5,8.4,8.1,5.3,8.2
Chaudhary Sarwan Kumar Himachal Pradesh Krishi Vishvavidyalaya,Himachal Pradesh,Agriculture,654,670,8.7,9.2,8.4,8.7,8.8,8.4,8.7
"Shoolini University, Solan",Himachal Pradesh,Agriculture,654,670,8.3,8.4,7.6,8.4,8.6,8.3,8.7
Maharishi Markandeshwar,Himachal Pradesh,Agriculture,654,670,8.6,9,8.2,8.9,8.2,8.4,8.9
Eternal University,Himachal Pradesh,Agriculture,654,670,7.5,7.4,7.1,7.8,8.2,7.1,7.4
Abhilashi University,Himachal Pradesh,Agriculture,654,670,8.4,8.9,8.3,8.4,8.6,8.1,8.1
Baddi University Of Emerging Sciences And Technologies,Himachal Pradesh,Agriculture,654,670,7.1,6.7,6.9,7.2,7.3,7,7.7
"College Of Agriculture, Palampur",Himachal Pradesh,Agriculture,654,670,7.1,8.5,8,8,7.5,4,6.5
State Institute Of Hotel Management Catering Technology,Himachal Pradesh,Agriculture,654,670,9.1,8.2,7.4,8.2,8,7.5,8.1
Institute Of Himalayan Bioresource Technology,Himachal Pradesh,Agriculture,654,670,8.1,8.5,7.9,8.5,8,7.8,8
Akal College Of Agriculture,Himachal Pradesh,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Akal College Of Basic Sciences,Himachal Pradesh,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Sher-E-Kashmir University Of Agricultural Sciences And Technology,Jammu,Agriculture,654,670,7.4,8.4,7.4,7.7,8,5.9,7.2
"Government Degree College For Women, Anantnag",Jammu,Agriculture,654,670,8,9,6,9,9,7,8
University Of Kashmir,Jammu,Agriculture,654,670,6.7,7,6.9,7.1,7.2,5.1,6.8
Sher-E-Kashmir University Of Agricultural Sciences And Technology,Jammu,Agriculture,654,670,7.7,8.4,7,8.4,7.4,7,7.9
Panjab University,Chandigarh,Agriculture,654,670,7.7,8.2,7.7,8,7.7,6.5,8.2
Swami Vivekanand Group Of Institutes,Chandigarh,Agriculture,654,670,8.5,9,7.8,8.2,9,8.1,8.1
Icar-Central Coastal Agricultural Research Institute,Goa,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Goa University, North Goa",Goa,Agriculture,654,670,7.9,8.6,7.4,7.8,7.7,8,7.6
National Research Centre On Yak,Arunachal Pradesh,Agriculture,654,670,7.8,8,8,7.5,7.5,8,8
North Eastern Regional Institute Of Science And Technology,Arunachal Pradesh,Agriculture,654,670,6.9,7.8,6.7,7.2,6.5,5.1,8.3
"Arunodaya University, Itanagar",Arunachal Pradesh,Agriculture,654,670,8.4,9,8.5,8.2,9,7.5,7.9
Himalayan University,Arunachal Pradesh,Agriculture,654,670,8.6,8.6,8,8.9,9.1,8.1,9
Apex Professional University,Arunachal Pradesh,Agriculture,654,670,7.4,7.5,7.5,7.5,7.5,7.5,7
"St Francis Sales College, West Siang",Arunachal Pradesh,Agriculture,654,670,7.5,8,8,8,7,6,8
Arunachal University Of Studies,Arunachal Pradesh,Agriculture,654,670,8.3,8.7,7.9,8.4,8.1,8.2,8.4
North East Frontier Technical University,Arunachal Pradesh,Agriculture,654,670,8.3,9,7.6,8.5,8.2,8.7,8
"The Global University, Itanagar",Arunachal Pradesh,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Cmj University, Ri-Bhoi",Meghalaya,Agriculture,654,670,8.3,8.8,7.8,8.5,7.8,8.2,8.6
William Carey University,Meghalaya,Agriculture,654,670,8.5,9.2,8.4,8.4,8.2,8.1,8.6
Techno Global University,Meghalaya,Agriculture,654,670,8.1,8,8.5,9,8,7,8
"Tura Polytechnic College, Tura",Meghalaya,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Nagaland University, Zunhebotto",Nagaland,Agriculture,654,670,8.1,8.1,7.7,8.7,7.8,7.8,8.3
National Research Centre On Mithun,Nagaland,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
The Global Open University,Nagaland,Agriculture,654,670,7.8,8.9,7.3,8.4,7.6,7.3,7.4
Modern College Kohima,Nagaland,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Pandit Jawaharlal Nehru College Of Agriculture & Research Institute,Puducherry,Agriculture,654,670,8.1,8.1,7.8,8.3,7.9,7.7,8.8
Avvaiyar Government College For Women,Puducherry,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Tagore Art College,Puducherry,Agriculture,654,670,6.1,6.7,5.4,7,6,5.7,6
Mahatma Gandhi Government Arts College,Puducherry,Agriculture,654,670,5.7,8,4,5.3,7.7,2,7.3
"Tripura Institute Of Technology, Agartala",Tripura,Agriculture,654,670,7.6,7.8,6.5,8.2,8.3,6.8,8.1
National Research Centre For Orchids,Sikkim,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Sikkim University, Gangtok",Sikkim,Agriculture,654,670,8.4,9,8.3,8.9,7.4,8.1,8.5
Central Agricultural University,Manipur,Agriculture,654,670,7.5,8,6.7,7.5,9,6.8,7
"Bir Tikendrajit University, Imphal",Manipur,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Mizoram University,Mizoram,Agriculture,654,670,8,8.7,7,8.8,8,7.6,7.9
Jawaharlal Nehru Rajkeeya Mahavidyalaya,Andaman,Agriculture,939,670,6.6,8.5,5,7,7.5,2.5,9
